BR_CerM,BR_CerMID,BR_Chan,BR_Inst,BR_InstCh,FP_elect,FP_electCNT,FP_ref,FP_shank,FP_shfh_p,FP_shfh_r,FP_shfh_t,FP_shfh_x,FP_shfh_y,FP_shfh_z,FP_shs_r,FP_shs_s,HP_elect,HP_ref,OM_ch,OM_con,OM_pin,OM_ref
2,1,185,2,25,23,359,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,185,-99,25,6,31,-99
2,1,187,2,27,24,360,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,187,-99,27,6,32,-99
2,1,191,2,31,25,361,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,191,-99,31,6,34,-99
2,2,195,2,35,26,362,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,195,-99,3,7,21,-99
2,2,199,2,39,27,363,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,199,-99,7,7,23,-99
7,1,840,7,8,28,364,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,840,-99,8,27,4,-99
7,1,857,7,25,29,365,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,857,-99,25,27,32,-99
2,1,182,2,22,30,366,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,182,-99,22,6,12,-99
2,1,178,2,18,31,367,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,178,-99,18,6,10,-99
2,1,174,2,14,32,368,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,174,-99,14,6,8,-99
2,1,170,2,10,33,369,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,170,-99,10,6,6,-99
2,1,172,2,12,34,370,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,172,-99,12,6,7,-99
2,1,176,2,16,35,371,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,176,-99,16,6,9,-99
2,1,180,2,20,36,372,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,180,-99,20,6,11,-99
2,1,184,2,24,37,373,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,184,-99,24,6,13,-99
7,1,855,7,23,38,374,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,855,-99,23,27,31,-99
7,1,851,7,19,39,375,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,851,-99,19,27,29,-99
7,1,847,7,15,40,376,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,847,-99,15,27,27,-99
7,1,843,7,11,41,377,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,843,-99,11,27,25,-99
7,2,823,7,55,42,378,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,823,-99,23,26,31,-99
7,2,827,7,59,43,379,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,827,-99,27,26,33,-99
7,2,831,7,63,44,380,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,831,-99,31,26,35,-99
7,1,835,7,3,45,381,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,835,-99,3,27,21,-99
7,1,839,7,7,46,382,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,839,-99,7,27,23,-99
2,2,200,2,40,47,383,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,200,-99,8,7,5,-99
2,2,196,2,36,48,384,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,196,-99,4,7,3,-99
2,1,192,2,32,49,385,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,192,-99,0,6,17,-99
2,1,188,2,28,50,386,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,188,-99,28,6,15,-99
2,1,186,2,26,51,387,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,186,-99,26,6,14,-99
2,1,190,2,30,52,388,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,190,-99,30,6,16,-99
2,2,194,2,34,53,389,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,194,-99,2,7,2,-99
2,2,198,2,38,54,390,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,198,-99,6,7,4,-99
2,2,202,2,42,55,391,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,202,-99,10,7,6,-99
7,1,837,7,5,56,392,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,837,-99,5,27,22,-99
-99,-99,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,-99,2,75,,,,8,,
7,2,832,7,64,1,393,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,832,-99,0,26,17,-99
7,2,828,7,60,2,394,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,828,-99,28,26,15,-99
7,2,824,7,56,3,395,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,824,-99,24,26,13,-99
7,2,808,7,40,4,396,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,808,-99,8,26,5,-99
7,2,812,7,44,5,397,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,812,-99,12,26,7,-99
7,2,816,7,48,6,398,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,816,-99,16,26,9,-99
7,2,820,7,52,7,399,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,820,-99,20,26,11,-99
2,2,219,2,59,8,400,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,219,-99,27,7,33,-99
2,2,215,2,55,9,401,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,215,-99,23,7,31,-99
2,2,211,2,51,10,402,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,211,-99,19,7,29,-99
2,2,207,2,47,11,403,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,207,-99,15,7,27,-99
2,2,203,2,43,12,404,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,203,-99,11,7,25,-99
2,2,205,2,45,13,405,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,205,-99,13,7,26,-99
2,2,209,2,49,14,406,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,209,-99,17,7,28,-99
2,2,213,2,53,15,407,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,213,-99,21,7,30,-99
2,2,217,2,57,16,408,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,217,-99,25,7,32,-99
7,2,822,7,54,17,409,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,822,-99,22,26,12,-99
7,2,818,7,50,18,410,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,818,-99,18,26,10,-99
7,2,814,7,46,19,411,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,814,-99,14,26,8,-99
7,2,810,7,42,20,412,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,810,-99,10,26,6,-99
7,2,806,7,38,21,413,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,806,-99,6,26,4,-99
7,3,790,7,86,22,414,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,790,-99,22,25,11,-99
7,3,794,7,90,23,415,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,794,-99,26,25,13,-99
7,3,798,7,94,24,416,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,798,-99,30,25,15,-99
7,2,802,7,34,25,417,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,802,-99,2,26,2,-99
2,3,237,2,77,26,418,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,237,-99,13,8,25,-99
2,3,233,2,73,27,419,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,233,-99,9,8,23,-99
2,3,229,2,69,28,420,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,229,-99,5,8,21,-99
7,1,833,7,1,29,421,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,833,-99,1,27,20,-99
7,2,829,7,61,30,422,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,829,-99,29,26,34,-99
7,2,825,7,57,31,423,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,825,-99,25,26,32,-99
7,2,805,7,37,32,424,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,805,-99,5,26,22,-99
7,2,809,7,41,33,425,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,809,-99,9,26,24,-99
7,2,813,7,45,34,426,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,813,-99,13,26,26,-99
7,2,817,7,49,35,427,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,817,-99,17,26,28,-99
7,2,821,7,53,36,428,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,821,-99,21,26,30,-99
2,2,218,2,58,37,429,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,218,-99,26,7,14,-99
2,2,214,2,54,38,430,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,214,-99,22,7,12,-99
2,2,210,2,50,39,431,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,210,-99,18,7,10,-99
2,2,206,2,46,40,432,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,206,-99,14,7,8,-99
2,2,204,2,44,41,433,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,204,-99,12,7,7,-99
2,2,208,2,48,42,434,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,208,-99,16,7,9,-99
2,2,212,2,52,43,435,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,212,-99,20,7,11,-99
2,2,216,2,56,44,436,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,216,-99,24,7,13,-99
2,2,220,2,60,45,437,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,220,-99,28,7,15,-99
7,2,819,7,51,46,438,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,819,-99,19,26,29,-99
7,2,815,7,47,47,439,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,815,-99,15,26,27,-99
7,2,811,7,43,48,440,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,811,-99,11,26,25,-99
7,2,807,7,39,49,441,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,807,-99,7,26,23,-99
7,3,787,7,83,50,442,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,787,-99,19,25,29,-99
7,3,791,7,87,51,443,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,791,-99,23,25,31,-99
7,3,795,7,91,52,444,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,795,-99,27,25,33,-99
7,3,799,7,95,53,445,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,799,-99,31,25,35,-99
7,2,803,7,35,54,446,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,803,-99,3,26,21,-99
2,3,236,2,76,55,447,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,236,-99,12,8,7,-99
2,3,232,2,72,56,448,-99,8,10.5,1.00286083294136,75,0.0473009588087846,0.176529581521107,0.98606783559327,2,75,232,-99,8,8,5,-99
-99,-99,-99,-99,-99,-99,-99,1,9,-99,-99,-99,-99,-99,-99,1,60,,,,25,,
2,2,221,2,61,1,449,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,221,-99,29,7,34,-99
2,2,224,2,64,2,450,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,224,-99,0,7,17,-99
2,2,223,2,63,3,451,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,223,-99,31,7,35,-99
2,3,227,2,67,4,452,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,227,-99,3,8,20,-99
2,3,231,2,71,5,453,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,231,-99,7,8,22,-99
2,3,235,2,75,6,454,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,235,-99,11,8,24,-99
7,2,804,7,36,7,455,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,804,-99,4,26,3,-99
7,3,800,7,96,8,456,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,800,-99,0,25,16,-99
7,3,796,7,92,9,457,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,796,-99,28,25,14,-99
7,3,792,7,88,10,458,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,792,-99,24,25,12,-99
7,3,788,7,84,11,459,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,788,-99,20,25,10,-99
7,3,772,7,68,12,460,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,772,-99,4,25,2,-99
7,3,776,7,72,13,461,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,776,-99,8,25,4,-99
7,3,780,7,76,14,462,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,780,-99,12,25,6,-99
7,3,784,7,80,15,463,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,784,-99,16,25,8,-99
2,3,255,2,95,16,464,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,255,-99,31,8,34,-99
2,3,251,2,91,17,465,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,251,-99,27,8,32,-99
2,3,247,2,87,18,466,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,247,-99,23,8,30,-99
2,3,243,2,83,19,467,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,243,-99,19,8,28,-99
2,3,239,2,79,20,468,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,239,-99,15,8,26,-99
2,3,241,2,81,21,469,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,241,-99,17,8,27,-99
2,3,245,2,85,22,470,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,245,-99,21,8,29,-99
2,3,249,2,89,23,471,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,249,-99,25,8,31,-99
2,3,253,2,93,24,472,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,253,-99,29,8,33,-99
7,3,786,7,82,25,473,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,786,-99,18,25,9,-99
7,3,782,7,78,26,474,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,782,-99,14,25,7,-99
7,3,778,7,74,27,475,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,778,-99,10,25,5,-99
7,3,774,7,70,28,476,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,774,-99,6,25,3,-99
2,3,228,2,68,29,477,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,228,-99,4,8,3,-99
2,2,222,2,62,30,478,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,222,-99,30,7,16,-99
2,3,226,2,66,31,479,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,226,-99,2,8,2,-99
2,3,230,2,70,32,480,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,230,-99,6,8,4,-99
2,3,234,2,74,33,481,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,234,-99,10,8,6,-99
2,3,238,2,78,34,482,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,238,-99,14,8,8,-99
7,2,801,7,33,35,483,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,801,-99,1,26,20,-99
7,3,797,7,93,36,484,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,797,-99,29,25,34,-99
7,3,793,7,89,37,485,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,793,-99,25,25,32,-99
7,3,789,7,85,38,486,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,789,-99,21,25,30,-99
7,3,769,7,65,39,487,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,769,-99,1,25,20,-99
7,3,773,7,69,40,488,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,773,-99,5,25,22,-99
7,3,777,7,73,41,489,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,777,-99,9,25,24,-99
7,3,781,7,77,42,490,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,781,-99,13,25,26,-99
7,3,785,7,81,43,491,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,785,-99,17,25,28,-99
2,3,254,2,94,44,492,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,254,-99,30,8,16,-99
2,3,250,2,90,45,493,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,250,-99,26,8,14,-99
2,3,246,2,86,46,494,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,246,-99,22,8,12,-99
2,3,242,2,82,47,495,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,242,-99,18,8,10,-99
2,3,240,2,80,48,496,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,240,-99,16,8,9,-99
2,3,244,2,84,49,497,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,244,-99,20,8,11,-99
2,3,248,2,88,50,498,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,248,-99,24,8,13,-99
2,3,252,2,92,51,499,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,252,-99,28,8,15,-99
2,3,256,2,96,52,500,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,256,-99,0,8,17,-99
7,3,783,7,79,53,501,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,783,-99,15,25,27,-99
7,3,779,7,75,54,502,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,779,-99,11,25,25,-99
7,3,775,7,71,55,503,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,775,-99,7,25,23,-99
7,3,771,7,67,56,504,-99,9,4,1.00008547766179,60,0.034881218182198,0.0604160421214623,0.997649319702331,1,60,771,-99,3,25,21,-99
-99,-99,-99,-99,-99,-99,-99,1,10,-99,-99,-99,-99,-99,-99,1,120,,,,24,,
3,4,277,3,117,1,505,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,277,-99,21,9,30,-99
3,4,276,3,116,2,506,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,276,-99,20,9,11,-99
3,4,275,3,115,3,507,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,275,-99,19,9,29,-99
3,4,279,3,119,4,508,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,279,-99,23,9,31,-99
3,4,283,3,123,5,509,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,283,-99,27,9,32,-99
3,4,287,3,127,6,510,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,287,-99,31,9,34,-99
3,1,291,3,3,7,511,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,291,-99,3,10,21,-99
6,4,748,6,108,8,512,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,748,-99,12,24,7,-99
6,4,744,6,104,9,513,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,744,-99,8,24,5,-99
6,4,740,6,100,10,514,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,740,-99,4,24,3,-99
6,1,736,6,32,11,515,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,736,-99,0,23,16,-99
6,4,752,6,112,12,516,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,752,-99,16,24,9,-99
6,4,756,6,116,13,517,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,756,-99,20,24,10,-99
6,4,760,6,120,14,518,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,760,-99,24,24,12,-99
6,4,764,6,124,15,519,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,764,-99,28,24,14,-99
6,4,768,6,128,16,520,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,768,-99,0,24,16,-99
3,4,271,3,111,17,521,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,271,-99,15,9,27,-99
3,4,267,3,107,18,522,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,267,-99,11,9,25,-99
3,4,263,3,103,19,523,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,263,-99,7,9,23,-99
3,4,259,3,99,20,524,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,259,-99,3,9,21,-99
3,4,257,3,97,21,525,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,257,-99,1,9,20,-99
3,4,261,3,101,22,526,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,261,-99,5,9,22,-99
3,4,265,3,105,23,527,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,265,-99,9,9,24,-99
3,4,269,3,109,24,528,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,269,-99,13,9,26,-99
3,4,273,3,113,25,529,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,273,-99,17,9,28,-99
6,4,766,6,126,26,530,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,766,-99,30,24,15,-99
6,4,762,6,122,27,531,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,762,-99,26,24,13,-99
6,4,758,6,118,28,532,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,758,-99,22,24,11,-99
3,4,280,3,120,29,533,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,280,-99,24,9,13,-99
3,4,278,3,118,30,534,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,278,-99,22,9,12,-99
3,4,282,3,122,31,535,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,282,-99,26,9,14,-99
3,4,286,3,126,32,536,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,286,-99,30,9,16,-99
3,1,290,3,2,33,537,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,290,-99,2,10,2,-99
6,4,749,6,109,34,538,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,749,-99,13,24,26,-99
6,4,745,6,105,35,539,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,745,-99,9,24,24,-99
